,TIME,P1_TO_LAPTOP,P1_TO_P1,P1_TO_P2,P1_TO_P3,P1_TO_P4,P1_TO_P5,P1_TO_P6,P1_TO_P7,P1_TO_P8,P2_TO_LAPTOP,P2_TO_P1,P2_TO_P2,P2_TO_P3,P2_TO_P4,P2_TO_P5,P2_TO_P6,P2_TO_P7,P2_TO_P8,P3_TO_LAPTOP,P3_TO_P1,P3_TO_P2,P3_TO_P3,P3_TO_P4,P3_TO_P5,P3_TO_P6,P3_TO_P7,P3_TO_P8,P4_TO_LAPTOP,P4_TO_P1,P4_TO_P2,P4_TO_P3,P4_TO_P4,P4_TO_P5,P4_TO_P6,P4_TO_P7,P4_TO_P8,P5_TO_LAPTOP,P5_TO_P1,P5_TO_P2,P5_TO_P3,P5_TO_P4,P5_TO_P5,P5_TO_P6,P5_TO_P7,P5_TO_P8,P6_TO_LAPTOP,P6_TO_P1,P6_TO_P2,P6_TO_P3,P6_TO_P4,P6_TO_P5,P6_TO_P6,P6_TO_P7,P6_TO_P8,P7_TO_LAPTOP,P7_TO_P1,P7_TO_P2,P7_TO_P3,P7_TO_P4,P7_TO_P5,P7_TO_P6,P7_TO_P7,P7_TO_P8,P8_TO_LAPTOP,P8_TO_P1,P8_TO_P2,P8_TO_P3,P8_TO_P4,P8_TO_P5,P8_TO_P6,P8_TO_P7,P8_TO_P8
1507,1507,0.04,0.0,0.43,0.25,0.14,0.06,0.05,0.0,0.03,0.02,0.01,0.0,0.43,0.36,0.07,0.03,0.05,0.03,0.01,0.05,0.74,0.0,0.07,0.05,0.01,0.01,0.04,0.0,0.05,0.1,0.66,0.0,0.03,0.07,0.06,0.03,0.03,0.06,0.3,0.11,0.28,0.0,0.11,0.04,0.06,0.04,0.18,0.07,0.05,0.18,0.08,0.0,0.11,0.3,0.03,0.61,0.07,0.06,0.11,0.09,0.0,0.0,0.03,0.0,0.61,0.09,0.08,0.06,0.08,0.01,0.05,0.0
1508,1508,0.04,0.0,0.19,0.38,0.2,0.09,0.06,0.0,0.04,0.02,0.0,0.0,0.21,0.57,0.09,0.01,0.06,0.04,0.01,0.06,0.73,0.0,0.07,0.06,0.01,0.01,0.04,0.0,0.11,0.19,0.3,0.0,0.06,0.16,0.12,0.06,0.02,0.05,0.51,0.09,0.19,0.0,0.08,0.03,0.05,0.06,0.07,0.1,0.15,0.26,0.1,0.0,0.17,0.1,0.02,0.45,0.28,0.07,0.06,0.09,0.0,0.0,0.02,0.0,0.58,0.13,0.08,0.06,0.1,0.01,0.04,0.0
1509,1509,0.03,0.0,0.32,0.33,0.18,0.06,0.04,0.0,0.03,0.02,0.01,0.0,0.27,0.35,0.22,0.03,0.05,0.03,0.0,0.46,0.21,0.0,0.12,0.1,0.01,0.03,0.07,0.01,0.13,0.14,0.14,0.0,0.09,0.29,0.12,0.08,0.03,0.05,0.36,0.11,0.27,0.0,0.1,0.04,0.05,0.04,0.04,0.05,0.06,0.2,0.11,0.0,0.41,0.08,0.03,0.61,0.06,0.09,0.09,0.1,0.0,0.0,0.03,0.0,0.6,0.08,0.09,0.06,0.1,0.01,0.06,0.0
1510,1510,0.04,0.0,0.42,0.27,0.15,0.06,0.04,0.0,0.03,0.07,0.02,0.0,0.02,0.41,0.33,0.04,0.06,0.04,0.0,0.6,0.13,0.0,0.1,0.11,0.01,0.02,0.02,0.01,0.14,0.13,0.19,0.0,0.1,0.21,0.14,0.08,0.02,0.05,0.34,0.2,0.22,0.0,0.09,0.03,0.06,0.05,0.05,0.06,0.05,0.38,0.16,0.0,0.16,0.1,0.01,0.27,0.38,0.11,0.07,0.12,0.01,0.0,0.03,0.0,0.61,0.09,0.08,0.06,0.09,0.01,0.05,0.0
1511,1511,0.04,0.0,0.56,0.14,0.13,0.06,0.04,0.0,0.04,0.02,0.0,0.0,0.22,0.54,0.08,0.02,0.07,0.04,0.0,0.61,0.15,0.0,0.09,0.12,0.01,0.02,0.01,0.01,0.14,0.14,0.19,0.0,0.1,0.19,0.16,0.08,0.01,0.03,0.47,0.22,0.14,0.0,0.06,0.02,0.05,0.13,0.05,0.04,0.07,0.27,0.26,0.0,0.11,0.07,0.02,0.45,0.23,0.1,0.09,0.09,0.0,0.0,0.01,0.0,0.61,0.07,0.07,0.07,0.12,0.01,0.04,0.0
1512,1512,0.02,0.0,0.18,0.54,0.12,0.06,0.05,0.0,0.02,0.03,0.01,0.0,0.19,0.55,0.09,0.02,0.07,0.03,0.0,0.47,0.3,0.0,0.08,0.09,0.01,0.02,0.02,0.01,0.2,0.13,0.19,0.0,0.08,0.16,0.15,0.07,0.02,0.04,0.18,0.38,0.2,0.0,0.08,0.03,0.05,0.02,0.01,0.01,0.03,0.29,0.54,0.0,0.05,0.05,0.01,0.2,0.4,0.14,0.07,0.12,0.01,0.0,0.04,0.0,0.6,0.08,0.08,0.07,0.11,0.01,0.05,0.0
1513,1513,0.02,0.0,0.17,0.56,0.11,0.07,0.05,0.0,0.02,0.02,0.0,0.0,0.37,0.4,0.09,0.02,0.05,0.04,0.0,0.32,0.46,0.0,0.08,0.07,0.01,0.02,0.02,0.0,0.13,0.14,0.26,0.0,0.08,0.16,0.16,0.06,0.02,0.04,0.3,0.26,0.2,0.0,0.09,0.03,0.06,0.01,0.03,0.02,0.03,0.67,0.15,0.0,0.07,0.02,0.0,0.06,0.61,0.13,0.05,0.1,0.01,0.0,0.04,0.0,0.61,0.07,0.07,0.09,0.1,0.01,0.05,0.0
1514,1514,0.02,0.0,0.06,0.34,0.33,0.12,0.08,0.0,0.04,0.02,0.01,0.0,0.02,0.66,0.13,0.02,0.1,0.04,0.01,0.18,0.11,0.0,0.19,0.16,0.02,0.21,0.11,0.06,0.18,0.09,0.16,0.0,0.16,0.14,0.13,0.08,0.02,0.04,0.31,0.22,0.24,0.0,0.07,0.03,0.06,0.0,0.0,0.0,0.03,0.15,0.73,0.0,0.04,0.04,0.02,0.11,0.08,0.18,0.31,0.19,0.02,0.0,0.1,0.0,0.56,0.08,0.07,0.14,0.08,0.03,0.04,0.0
1515,1515,0.03,0.0,0.03,0.26,0.3,0.23,0.08,0.02,0.05,0.02,0.04,0.0,0.04,0.22,0.51,0.07,0.06,0.05,0.02,0.0,0.02,0.0,0.19,0.58,0.02,0.08,0.09,0.01,0.08,0.05,0.48,0.0,0.27,0.05,0.03,0.04,0.04,0.1,0.3,0.08,0.2,0.0,0.18,0.06,0.05,0.02,0.01,0.01,0.05,0.17,0.58,0.0,0.11,0.06,0.03,0.07,0.06,0.22,0.27,0.23,0.02,0.0,0.09,0.0,0.52,0.06,0.1,0.11,0.13,0.04,0.03,0.0
1516,1516,0.1,0.0,0.04,0.09,0.14,0.3,0.2,0.05,0.09,0.04,0.03,0.0,0.05,0.33,0.29,0.11,0.09,0.06,0.01,0.0,0.01,0.0,0.15,0.59,0.15,0.03,0.05,0.0,0.03,0.02,0.26,0.0,0.32,0.29,0.02,0.05,0.02,0.02,0.0,0.04,0.06,0.0,0.75,0.07,0.03,0.05,0.02,0.03,0.08,0.22,0.42,0.0,0.1,0.08,0.06,0.07,0.05,0.06,0.32,0.26,0.08,0.0,0.1,0.0,0.12,0.02,0.06,0.2,0.29,0.19,0.11,0.0
1517,1517,0.03,0.0,0.07,0.03,0.27,0.35,0.16,0.03,0.06,0.05,0.03,0.0,0.05,0.3,0.19,0.17,0.14,0.06,0.02,0.03,0.06,0.0,0.4,0.09,0.11,0.1,0.18,0.01,0.04,0.01,0.07,0.0,0.03,0.72,0.02,0.08,0.03,0.02,0.01,0.04,0.07,0.0,0.66,0.15,0.03,0.12,0.05,0.05,0.17,0.14,0.12,0.0,0.24,0.1,0.06,0.07,0.06,0.1,0.29,0.2,0.13,0.0,0.09,0.0,0.03,0.01,0.06,0.19,0.23,0.28,0.19,0.0
1518,1518,0.03,0.0,0.19,0.36,0.13,0.08,0.13,0.03,0.05,0.02,0.01,0.0,0.03,0.16,0.14,0.46,0.12,0.05,0.01,0.36,0.3,0.0,0.1,0.11,0.06,0.03,0.04,0.04,0.09,0.03,0.15,0.0,0.11,0.35,0.14,0.1,0.04,0.02,0.01,0.03,0.05,0.0,0.76,0.06,0.02,0.06,0.06,0.07,0.1,0.15,0.1,0.0,0.24,0.22,0.03,0.16,0.05,0.14,0.28,0.21,0.06,0.0,0.08,0.0,0.02,0.01,0.04,0.2,0.32,0.28,0.13,0.0
1519,1519,0.02,0.0,0.06,0.08,0.13,0.08,0.2,0.27,0.15,0.02,0.02,0.0,0.02,0.12,0.11,0.58,0.1,0.03,0.01,0.41,0.2,0.0,0.09,0.1,0.02,0.03,0.13,0.04,0.11,0.06,0.18,0.0,0.23,0.17,0.13,0.09,0.04,0.01,0.01,0.04,0.05,0.0,0.75,0.06,0.03,0.04,0.08,0.05,0.06,0.09,0.03,0.0,0.55,0.1,0.06,0.11,0.06,0.13,0.27,0.26,0.02,0.0,0.08,0.05,0.04,0.02,0.07,0.22,0.34,0.15,0.12,0.0
1520,1520,0.02,0.0,0.18,0.47,0.2,0.06,0.04,0.0,0.03,0.02,0.04,0.0,0.03,0.16,0.46,0.07,0.19,0.03,0.0,0.07,0.04,0.0,0.1,0.08,0.03,0.53,0.16,0.03,0.14,0.08,0.37,0.0,0.08,0.12,0.15,0.04,0.06,0.02,0.03,0.04,0.07,0.0,0.73,0.05,0.01,0.03,0.03,0.05,0.07,0.1,0.03,0.0,0.58,0.12,0.03,0.1,0.06,0.13,0.28,0.33,0.02,0.0,0.06,0.0,0.57,0.07,0.14,0.07,0.08,0.02,0.06,0.0
1521,1521,0.01,0.0,0.12,0.65,0.11,0.05,0.05,0.0,0.01,0.02,0.04,0.0,0.06,0.2,0.22,0.09,0.34,0.05,0.01,0.04,0.04,0.0,0.13,0.07,0.03,0.31,0.37,0.05,0.16,0.07,0.35,0.0,0.07,0.11,0.13,0.06,0.03,0.03,0.01,0.06,0.11,0.0,0.36,0.27,0.13,0.04,0.02,0.04,0.06,0.46,0.11,0.0,0.2,0.07,0.04,0.14,0.08,0.12,0.26,0.24,0.03,0.0,0.1,0.0,0.6,0.09,0.11,0.06,0.07,0.01,0.06,0.0
1522,1522,0.02,0.0,0.08,0.5,0.27,0.06,0.06,0.0,0.02,0.01,0.0,0.0,0.02,0.1,0.06,0.66,0.1,0.04,0.02,0.03,0.02,0.0,0.19,0.11,0.22,0.13,0.29,0.03,0.13,0.04,0.38,0.0,0.16,0.09,0.08,0.08,0.03,0.03,0.0,0.03,0.04,0.0,0.71,0.14,0.03,0.06,0.04,0.06,0.07,0.23,0.22,0.0,0.16,0.16,0.04,0.22,0.06,0.12,0.22,0.22,0.02,0.0,0.09,0.0,0.6,0.09,0.1,0.07,0.08,0.01,0.05,0.0
1523,1523,0.15,0.0,0.05,0.28,0.14,0.12,0.17,0.03,0.05,0.01,0.02,0.0,0.02,0.11,0.08,0.6,0.11,0.04,0.03,0.01,0.02,0.0,0.39,0.34,0.11,0.04,0.07,0.36,0.11,0.03,0.28,0.0,0.05,0.04,0.06,0.06,0.03,0.02,0.0,0.03,0.05,0.0,0.74,0.1,0.03,0.04,0.07,0.05,0.2,0.27,0.17,0.0,0.12,0.09,0.04,0.12,0.09,0.17,0.22,0.22,0.05,0.0,0.09,0.0,0.46,0.08,0.13,0.11,0.12,0.03,0.06,0.0
1524,1524,0.05,0.0,0.05,0.07,0.15,0.24,0.3,0.03,0.12,0.02,0.04,0.0,0.03,0.19,0.42,0.22,0.05,0.03,0.01,0.01,0.01,0.0,0.24,0.13,0.53,0.03,0.04,0.16,0.06,0.02,0.06,0.0,0.16,0.41,0.07,0.06,0.03,0.02,0.01,0.02,0.05,0.0,0.74,0.11,0.02,0.02,0.05,0.03,0.11,0.18,0.48,0.0,0.05,0.08,0.04,0.09,0.13,0.1,0.18,0.2,0.21,0.0,0.06,0.0,0.03,0.01,0.06,0.17,0.19,0.41,0.13,0.0
1525,1525,0.03,0.0,0.04,0.09,0.11,0.09,0.43,0.04,0.17,0.02,0.02,0.0,0.03,0.16,0.11,0.43,0.17,0.05,0.02,0.02,0.03,0.0,0.2,0.24,0.13,0.26,0.12,0.15,0.11,0.04,0.11,0.0,0.11,0.29,0.11,0.08,0.03,0.02,0.0,0.04,0.06,0.0,0.75,0.07,0.03,0.04,0.15,0.04,0.07,0.22,0.26,0.0,0.11,0.12,0.03,0.08,0.03,0.06,0.3,0.34,0.11,0.0,0.05,0.0,0.03,0.01,0.06,0.14,0.15,0.39,0.21,0.0
1526,1526,0.02,0.0,0.1,0.11,0.11,0.11,0.31,0.05,0.2,0.02,0.04,0.0,0.06,0.29,0.41,0.05,0.08,0.05,0.0,0.42,0.1,0.0,0.1,0.13,0.02,0.17,0.06,0.02,0.1,0.06,0.48,0.0,0.09,0.1,0.09,0.05,0.04,0.24,0.03,0.06,0.13,0.0,0.38,0.06,0.06,0.02,0.19,0.05,0.09,0.2,0.07,0.0,0.09,0.3,0.01,0.13,0.55,0.11,0.04,0.12,0.0,0.0,0.04,0.0,0.03,0.01,0.03,0.19,0.5,0.13,0.1,0.0
1527,1527,0.03,0.0,0.03,0.06,0.08,0.06,0.65,0.03,0.06,0.03,0.04,0.0,0.07,0.31,0.32,0.06,0.09,0.09,0.0,0.02,0.02,0.0,0.08,0.12,0.02,0.63,0.11,0.03,0.29,0.05,0.29,0.0,0.16,0.06,0.06,0.06,0.16,0.23,0.05,0.1,0.2,0.0,0.08,0.06,0.11,0.04,0.03,0.1,0.09,0.28,0.23,0.0,0.11,0.12,0.01,0.05,0.38,0.14,0.22,0.13,0.02,0.0,0.05,0.0,0.03,0.02,0.04,0.22,0.43,0.15,0.12,0.0
1528,1528,0.07,0.0,0.06,0.12,0.12,0.11,0.28,0.04,0.22,0.03,0.07,0.0,0.06,0.23,0.26,0.16,0.11,0.08,0.01,0.03,0.03,0.0,0.11,0.15,0.02,0.57,0.09,0.02,0.05,0.03,0.09,0.0,0.17,0.28,0.27,0.1,0.03,0.32,0.04,0.08,0.11,0.0,0.22,0.09,0.1,0.02,0.02,0.03,0.06,0.23,0.45,0.0,0.12,0.08,0.02,0.11,0.05,0.08,0.31,0.27,0.02,0.0,0.13,0.0,0.03,0.01,0.04,0.19,0.26,0.3,0.16,0.0
1529,1529,0.08,0.0,0.04,0.1,0.08,0.11,0.51,0.03,0.06,0.01,0.05,0.0,0.01,0.14,0.68,0.07,0.02,0.02,0.01,0.04,0.03,0.0,0.12,0.08,0.03,0.27,0.43,0.02,0.03,0.01,0.05,0.0,0.18,0.59,0.03,0.09,0.02,0.02,0.0,0.03,0.06,0.0,0.58,0.26,0.04,0.03,0.07,0.04,0.06,0.27,0.29,0.0,0.14,0.1,0.04,0.08,0.04,0.07,0.44,0.2,0.03,0.0,0.09,0.0,0.04,0.01,0.05,0.2,0.36,0.2,0.15,0.0
1530,1530,0.02,0.0,0.03,0.06,0.07,0.07,0.67,0.02,0.07,0.02,0.03,0.0,0.03,0.22,0.57,0.07,0.04,0.04,0.02,0.01,0.02,0.0,0.32,0.36,0.04,0.15,0.07,0.02,0.05,0.02,0.11,0.0,0.22,0.42,0.08,0.08,0.02,0.02,0.01,0.05,0.11,0.0,0.57,0.15,0.07,0.03,0.2,0.05,0.04,0.35,0.13,0.0,0.1,0.1,0.03,0.07,0.03,0.06,0.42,0.24,0.04,0.0,0.1,0.0,0.02,0.01,0.05,0.26,0.34,0.19,0.13,0.0
1531,1531,0.03,0.0,0.02,0.06,0.05,0.11,0.66,0.03,0.05,0.02,0.01,0.0,0.03,0.28,0.51,0.05,0.04,0.06,0.01,0.0,0.0,0.0,0.53,0.33,0.04,0.04,0.04,0.02,0.04,0.02,0.07,0.0,0.62,0.1,0.06,0.08,0.02,0.02,0.0,0.02,0.06,0.0,0.71,0.14,0.04,0.04,0.28,0.06,0.04,0.23,0.16,0.0,0.1,0.08,0.03,0.05,0.01,0.04,0.26,0.51,0.05,0.0,0.05,0.0,0.02,0.01,0.05,0.21,0.34,0.19,0.18,0.0
1532,1532,0.04,0.0,0.05,0.08,0.08,0.1,0.45,0.04,0.17,0.02,0.06,0.0,0.04,0.27,0.46,0.05,0.06,0.05,0.01,0.02,0.01,0.0,0.17,0.13,0.07,0.51,0.07,0.03,0.06,0.01,0.07,0.0,0.56,0.08,0.08,0.1,0.02,0.02,0.0,0.04,0.06,0.0,0.73,0.08,0.04,0.02,0.06,0.04,0.03,0.23,0.07,0.0,0.11,0.45,0.01,0.06,0.04,0.06,0.53,0.17,0.02,0.0,0.11,0.0,0.03,0.01,0.05,0.22,0.31,0.19,0.19,0.0
1533,1533,0.2,0.0,0.05,0.13,0.13,0.12,0.13,0.05,0.18,0.03,0.02,0.0,0.05,0.34,0.39,0.06,0.05,0.06,0.0,0.01,0.01,0.0,0.1,0.12,0.03,0.64,0.08,0.03,0.06,0.01,0.08,0.0,0.56,0.07,0.09,0.1,0.03,0.02,0.0,0.04,0.06,0.0,0.68,0.14,0.04,0.03,0.24,0.05,0.05,0.22,0.09,0.0,0.24,0.08,0.09,0.06,0.02,0.08,0.49,0.18,0.0,0.0,0.08,0.0,0.03,0.01,0.05,0.19,0.23,0.3,0.19,0.0
1534,1534,0.06,0.0,0.04,0.08,0.09,0.13,0.42,0.05,0.13,0.02,0.05,0.0,0.02,0.22,0.41,0.18,0.05,0.04,0.01,0.02,0.01,0.0,0.13,0.26,0.35,0.18,0.04,0.03,0.05,0.01,0.05,0.0,0.54,0.17,0.08,0.08,0.03,0.03,0.0,0.03,0.06,0.0,0.77,0.07,0.02,0.02,0.02,0.02,0.05,0.47,0.27,0.0,0.09,0.06,0.09,0.09,0.04,0.05,0.21,0.2,0.24,0.0,0.08,0.0,0.04,0.0,0.06,0.14,0.16,0.45,0.16,0.0
1535,1535,0.02,0.0,0.04,0.07,0.09,0.12,0.47,0.03,0.15,0.02,0.03,0.0,0.01,0.19,0.52,0.18,0.03,0.03,0.01,0.0,0.01,0.0,0.09,0.18,0.67,0.02,0.03,0.01,0.04,0.01,0.04,0.0,0.64,0.15,0.05,0.06,0.02,0.02,0.0,0.02,0.04,0.0,0.76,0.13,0.01,0.02,0.01,0.0,0.05,0.18,0.64,0.0,0.03,0.05,0.05,0.06,0.02,0.03,0.25,0.23,0.32,0.0,0.05,0.0,0.03,0.0,0.05,0.12,0.19,0.49,0.12,0.0
1536,1536,0.04,0.0,0.05,0.12,0.12,0.12,0.15,0.21,0.2,0.03,0.05,0.0,0.03,0.24,0.48,0.06,0.06,0.06,0.06,0.01,0.02,0.0,0.46,0.14,0.18,0.04,0.09,0.02,0.05,0.01,0.06,0.0,0.64,0.07,0.07,0.08,0.03,0.03,0.01,0.05,0.11,0.0,0.53,0.08,0.15,0.06,0.01,0.01,0.07,0.14,0.58,0.0,0.07,0.07,0.04,0.06,0.04,0.16,0.26,0.25,0.1,0.0,0.09,0.0,0.04,0.0,0.07,0.12,0.15,0.35,0.27,0.0
1537,1537,0.01,0.0,0.03,0.11,0.1,0.09,0.12,0.32,0.21,0.02,0.02,0.0,0.04,0.26,0.51,0.05,0.03,0.05,0.01,0.05,0.05,0.0,0.3,0.11,0.03,0.07,0.38,0.02,0.06,0.01,0.08,0.0,0.53,0.07,0.08,0.14,0.02,0.02,0.01,0.04,0.07,0.0,0.42,0.37,0.04,0.03,0.04,0.04,0.06,0.3,0.1,0.0,0.19,0.23,0.12,0.09,0.07,0.09,0.24,0.28,0.02,0.0,0.08,0.0,0.04,0.0,0.08,0.12,0.14,0.32,0.29,0.0
1538,1538,0.03,0.0,0.03,0.08,0.07,0.06,0.57,0.08,0.07,0.01,0.02,0.0,0.01,0.21,0.65,0.06,0.01,0.03,0.04,0.03,0.02,0.0,0.36,0.2,0.04,0.05,0.26,0.02,0.08,0.03,0.29,0.0,0.21,0.21,0.07,0.08,0.03,0.03,0.01,0.06,0.31,0.0,0.38,0.09,0.1,0.02,0.04,0.05,0.05,0.29,0.04,0.0,0.44,0.07,0.06,0.07,0.03,0.06,0.26,0.4,0.05,0.0,0.06,0.0,0.03,0.0,0.06,0.2,0.2,0.17,0.33,0.0
1539,1539,0.01,0.0,0.01,0.07,0.07,0.08,0.28,0.37,0.12,0.01,0.02,0.0,0.01,0.21,0.65,0.05,0.01,0.03,0.02,0.01,0.02,0.0,0.23,0.6,0.03,0.03,0.07,0.01,0.1,0.05,0.37,0.0,0.3,0.06,0.07,0.04,0.02,0.02,0.0,0.04,0.08,0.0,0.73,0.08,0.03,0.03,0.17,0.06,0.09,0.23,0.11,0.0,0.19,0.12,0.03,0.09,0.02,0.05,0.29,0.43,0.04,0.0,0.05,0.0,0.03,0.0,0.06,0.16,0.21,0.24,0.3,0.0
1540,1540,0.0,0.0,0.0,0.05,0.07,0.03,0.05,0.66,0.13,0.03,0.03,0.0,0.06,0.26,0.21,0.06,0.3,0.06,0.01,0.04,0.02,0.0,0.29,0.04,0.03,0.19,0.39,0.02,0.07,0.02,0.15,0.0,0.05,0.06,0.56,0.07,0.02,0.02,0.02,0.04,0.07,0.0,0.26,0.54,0.03,0.04,0.03,0.05,0.07,0.2,0.12,0.0,0.38,0.12,0.04,0.08,0.07,0.07,0.41,0.21,0.01,0.0,0.11,0.01,0.04,0.0,0.08,0.1,0.11,0.22,0.44,0.0
1541,1541,0.02,0.0,0.03,0.12,0.1,0.08,0.13,0.35,0.17,0.03,0.03,0.0,0.08,0.28,0.35,0.05,0.1,0.08,0.01,0.04,0.02,0.0,0.22,0.07,0.03,0.06,0.53,0.03,0.06,0.03,0.14,0.0,0.06,0.09,0.5,0.1,0.04,0.05,0.02,0.07,0.15,0.0,0.13,0.12,0.41,0.03,0.04,0.06,0.08,0.33,0.08,0.0,0.25,0.15,0.15,0.11,0.06,0.1,0.22,0.23,0.02,0.0,0.09,0.0,0.04,0.0,0.06,0.11,0.1,0.37,0.31,0.0
1542,1542,0.04,0.0,0.04,0.1,0.25,0.1,0.29,0.04,0.14,0.03,0.03,0.0,0.03,0.27,0.46,0.09,0.04,0.05,0.02,0.02,0.02,0.0,0.45,0.25,0.12,0.04,0.08,0.02,0.04,0.02,0.1,0.0,0.05,0.59,0.1,0.09,0.03,0.04,0.01,0.04,0.09,0.0,0.44,0.22,0.12,0.02,0.04,0.03,0.04,0.45,0.06,0.0,0.1,0.26,0.09,0.16,0.06,0.09,0.23,0.2,0.09,0.0,0.1,0.0,0.03,0.0,0.05,0.19,0.13,0.3,0.3,0.0
1543,1543,0.03,0.0,0.01,0.07,0.61,0.14,0.04,0.02,0.08,0.02,0.01,0.0,0.31,0.39,0.1,0.04,0.07,0.05,0.19,0.04,0.02,0.0,0.46,0.1,0.03,0.06,0.1,0.05,0.06,0.07,0.58,0.0,0.03,0.06,0.1,0.04,0.02,0.34,0.09,0.18,0.2,0.0,0.08,0.04,0.05,0.02,0.02,0.03,0.15,0.24,0.31,0.0,0.17,0.07,0.04,0.12,0.13,0.09,0.24,0.23,0.04,0.0,0.1,0.0,0.01,0.01,0.05,0.32,0.36,0.16,0.08,0.0
1544,1544,0.06,0.0,0.07,0.11,0.14,0.1,0.3,0.13,0.1,0.01,0.02,0.0,0.27,0.34,0.15,0.04,0.1,0.05,0.06,0.05,0.06,0.0,0.42,0.22,0.02,0.06,0.12,0.0,0.04,0.08,0.73,0.0,0.03,0.06,0.05,0.01,0.04,0.38,0.08,0.12,0.18,0.0,0.09,0.06,0.06,0.03,0.02,0.04,0.05,0.15,0.2,0.0,0.43,0.07,0.01,0.06,0.37,0.3,0.07,0.12,0.02,0.0,0.04,0.0,0.04,0.02,0.12,0.36,0.27,0.05,0.14,0.0
1545,1545,0.03,0.0,0.08,0.11,0.12,0.12,0.22,0.09,0.23,0.01,0.32,0.0,0.14,0.21,0.11,0.03,0.05,0.12,0.03,0.02,0.03,0.0,0.36,0.13,0.02,0.32,0.09,0.07,0.08,0.03,0.22,0.0,0.08,0.26,0.09,0.16,0.28,0.3,0.04,0.09,0.13,0.0,0.07,0.07,0.03,0.25,0.12,0.04,0.06,0.1,0.11,0.0,0.21,0.1,0.05,0.14,0.05,0.45,0.13,0.09,0.06,0.0,0.04,0.0,0.04,0.01,0.07,0.35,0.34,0.06,0.13,0.0
1546,1546,0.03,0.0,0.04,0.08,0.08,0.08,0.48,0.05,0.16,0.06,0.12,0.0,0.06,0.28,0.36,0.04,0.04,0.05,0.0,0.03,0.02,0.0,0.1,0.09,0.03,0.48,0.24,0.06,0.1,0.05,0.22,0.0,0.2,0.11,0.14,0.11,0.04,0.06,0.04,0.07,0.18,0.0,0.11,0.28,0.22,0.07,0.03,0.04,0.06,0.18,0.36,0.0,0.17,0.09,0.02,0.08,0.04,0.41,0.14,0.09,0.18,0.0,0.05,0.0,0.04,0.01,0.08,0.57,0.16,0.06,0.08,0.0
1547,1547,0.02,0.0,0.05,0.23,0.33,0.09,0.19,0.01,0.08,0.02,0.01,0.0,0.33,0.47,0.06,0.02,0.05,0.04,0.01,0.25,0.07,0.0,0.17,0.07,0.01,0.05,0.37,0.03,0.29,0.07,0.11,0.0,0.14,0.19,0.07,0.09,0.04,0.33,0.04,0.08,0.19,0.0,0.06,0.05,0.22,0.05,0.05,0.04,0.07,0.13,0.07,0.0,0.49,0.1,0.01,0.04,0.33,0.19,0.13,0.11,0.13,0.0,0.06,0.0,0.04,0.02,0.11,0.57,0.12,0.06,0.08,0.0
1548,1548,0.04,0.0,0.05,0.11,0.43,0.14,0.07,0.01,0.15,0.01,0.0,0.0,0.4,0.39,0.06,0.03,0.07,0.04,0.01,0.0,0.02,0.0,0.3,0.41,0.11,0.07,0.07,0.02,0.14,0.06,0.24,0.0,0.14,0.07,0.25,0.08,0.16,0.23,0.08,0.09,0.25,0.0,0.1,0.03,0.06,0.04,0.02,0.04,0.03,0.14,0.13,0.0,0.54,0.06,0.01,0.07,0.02,0.04,0.27,0.23,0.3,0.0,0.06,0.0,0.02,0.01,0.07,0.51,0.25,0.06,0.07,0.0
1549,1549,0.03,0.0,0.03,0.05,0.33,0.33,0.15,0.02,0.05,0.01,0.0,0.0,0.48,0.31,0.09,0.03,0.05,0.04,0.01,0.0,0.01,0.0,0.63,0.25,0.03,0.02,0.05,0.01,0.04,0.01,0.06,0.0,0.68,0.06,0.06,0.06,0.02,0.04,0.57,0.06,0.24,0.0,0.03,0.01,0.03,0.04,0.08,0.05,0.06,0.14,0.12,0.0,0.43,0.07,0.0,0.08,0.0,0.01,0.11,0.12,0.63,0.0,0.05,0.0,0.02,0.01,0.02,0.25,0.49,0.11,0.09,0.0
1550,1550,0.02,0.0,0.04,0.08,0.1,0.13,0.48,0.03,0.12,0.01,0.0,0.0,0.45,0.34,0.07,0.03,0.05,0.06,0.01,0.0,0.01,0.0,0.72,0.15,0.03,0.03,0.05,0.03,0.06,0.01,0.09,0.0,0.56,0.07,0.08,0.1,0.03,0.06,0.16,0.33,0.3,0.0,0.04,0.02,0.05,0.03,0.05,0.04,0.03,0.1,0.03,0.0,0.65,0.07,0.0,0.08,0.0,0.01,0.11,0.12,0.63,0.0,0.05,0.0,0.02,0.01,0.02,0.26,0.47,0.12,0.1,0.0
1551,1551,0.03,0.0,0.03,0.05,0.1,0.24,0.49,0.02,0.05,0.01,0.0,0.0,0.36,0.35,0.13,0.03,0.06,0.06,0.01,0.0,0.0,0.0,0.74,0.15,0.03,0.02,0.05,0.02,0.04,0.01,0.05,0.0,0.69,0.05,0.06,0.07,0.02,0.17,0.42,0.13,0.18,0.0,0.03,0.01,0.04,0.04,0.06,0.05,0.24,0.11,0.05,0.0,0.39,0.07,0.09,0.08,0.03,0.11,0.15,0.24,0.24,0.0,0.05,0.0,0.03,0.01,0.02,0.21,0.51,0.12,0.11,0.0
